time_stamp,d_id,light
11-03-2020 12:49,6093746,1024
11-03-2020 12:49,6093746,1024
11-03-2020 12:52,6093746,1024
11-03-2020 12:53,6093746,1024
11-03-2020 12:54,6093746,1024
11-03-2020 12:54,6093746,1024
11-03-2020 12:59,6093746,1024
11-03-2020 13:04,6093746,1024
11-03-2020 13:07,6093746,1024
